Name,Weight,Time
Stanley Wilderman,160,2015-07-04T12:53:46-06:00
Roy Hauck,130,2018-07-04T18:28:13-06:00
Duncan Mosciski,113,2016-11-24T14:33:29-06:00
Heather Mosciski,99,2018-11-22T17:58:56-06:00
Rosalinda Mosciski,133,2018-09-03T17:54:57-06:00
Monica Olson,123,2015-09-07T17:54:25-06:00
Stephan Lang,175,2018-10-31T16:41:13-06:00
Carolyne Gleason,191,2016-10-31T17:45:35-06:00
Keira Bosco,163,2018-09-03T18:39:18-06:00
Eliane Bosco,134,2014-09-01T18:31:39-06:00
Hollie Larkin,185,2014-10-31T16:25:45-06:00
Magdalen Gleason,104,2014-09-01T14:51:39-06:00
Viola Gleason,153,2018-12-31T12:53:49-06:00
Shany Mosciski,153,2017-10-31T13:55:43-06:00
Mary Schumm,146,2018-02-02T17:20:21-06:00
Carolyne Gleason,189,2016-10-31T18:27:37-06:00
Sophie Dietrich,140,2016-07-04T15:12:33-06:00
Wilfredo Olson,130,2016-11-24T15:41:45-06:00
Shany Mosciski,151,2016-09-05T18:58:57-06:00
Demario Hauck,152,2018-02-02T16:14:33-06:00
Cecile Bosco,154,2017-11-23T17:56:20-06:00
Arch Bosco,188,2018-11-22T16:12:24-06:00
Arch Bosco,186,2015-07-04T15:17:46-06:00
Quincy Mosciski,141,2016-07-04T16:20:49-06:00
Amanda Gleason,175,2015-11-26T12:38:46-06:00
Helena Stokes,160,2017-10-31T14:44:24-06:00
Bennett Stokes,114,2017-07-04T12:39:37-06:00
Vidal Wilderman,115,2014-10-31T14:57:30-06:00
Paul Bosco,171,2015-12-31T13:17:30-06:00
Kiarra Anderson,150,2017-11-23T13:38:53-06:00
Quincy Mosciski,140,2014-12-31T16:40:20-06:00
Otha Stokes,111,2015-10-31T18:28:12-06:00
Stanley Wilderman,162,2017-07-04T18:51:16-06:00
Monica Olson,121,2016-10-31T12:54:20-06:00
Carli Gleason,125,2017-10-31T17:26:16-06:00
Gisselle Mosciski,110,2017-10-31T12:30:43-06:00
Paul Bosco,170,2016-07-04T17:18:46-06:00
Sophie Dietrich,142,2017-09-04T14:27:50-06:00
Angelina Olson,137,2018-09-03T14:20:41-06:00
Lindsey Anderson,187,2014-11-27T13:20:14-06:00
Bennett Stokes,113,2017-11-23T14:48:33-06:00
Patsy Gleason,178,2014-07-04T15:13:11-06:00
Keira Bosco,165,2018-07-04T14:18:11-06:00
Wilhelm Bosco,189,2018-12-31T12:29:52-06:00
Lenore Gleason,101,2014-07-04T15:39:57-06:00
Lonzo Mosciski,141,2015-10-31T13:36:42-06:00
Carli Gleason,130,2015-10-31T17:33:16-06:00
Wilhelm Bosco,187,2016-12-31T15:10:17-06:00
Lindsey Anderson,191,2017-12-31T15:19:49-06:00
Wilfredo Olson,130,2014-07-04T18:38:43-06:00
Keira Bosco,163,2017-11-23T14:39:53-06:00
Carolyne Gleason,189,2015-07-04T14:46:50-06:00
Rosalinda Mosciski,133,2018-10-31T14:23:51-06:00
Monica Olson,123,2016-11-24T13:39:35-06:00
Jamir Wilderman,166,2018-12-31T17:24:59-06:00
Kiarra Anderson,153,2017-11-23T16:32:22-06:00
Roy Hauck,130,2016-09-05T16:20:18-06:00
Kiarra Anderson,153,2014-07-04T16:47:52-06:00
Arch Bosco,188,2017-11-23T17:18:41-06:00
Stephan Hessel,161,2014-12-31T12:42:41-06:00
Eliane Bosco,136,2015-07-04T17:25:11-06:00
Toby Hahn,186,2014-07-04T18:27:39-06:00
Amanda Gleason,174,2014-10-31T13:40:58-06:00
Tod Hickle,145,2017-11-23T16:49:11-06:00
Allen Hauck,187,2014-10-31T17:37:46-06:00
Stephan Lang,176,2017-10-31T15:34:48-06:00
Douglas Lang,159,2017-12-31T18:40:56-06:00
Carli Gleason,127,2018-02-02T18:14:46-06:00
Kiarra Anderson,152,2018-02-02T18:24:13-06:00
Stephan Hessel,158,2015-07-04T13:36:45-06:00
Rosalinda Mosciski,134,2018-02-02T13:29:41-06:00
Magdalen Gleason,105,2015-09-07T16:22:59-06:00
Paul Bosco,175,2017-09-04T14:42:29-06:00
Kiarra Anderson,151,2016-07-04T17:50:56-06:00
Vidal Wilderman,114,2018-11-22T13:51:40-06:00
Lenore Gleason,103,2017-12-31T16:53:11-06:00
Helena Stokes,160,2017-11-23T16:48:54-06:00
Arch Bosco,187,2016-12-31T18:22:26-06:00
Filomena Hauck,122,2018-10-31T18:12:50-06:00
Lonzo Mosciski,142,2016-11-24T16:25:36-06:00
Wilfredo Olson,128,2017-12-31T16:15:12-06:00
Rosalinda Mosciski,132,2015-07-04T12:46:29-06:00
Christiana Larkin,200,2016-07-04T16:49:18-06:00
Hiram Smith,101,2016-09-05T17:44:12-06:00
Helena Stokes,162,2015-12-31T16:55:29-06:00
Arch Bosco,186,2018-02-02T15:50:17-06:00
Antonetta Bosco,116,2014-09-01T18:49:15-06:00
Antonetta Bosco,114,2018-10-31T12:38:30-06:00
Wilhelm Bosco,187,2015-10-31T17:34:33-06:00
Demario Hauck,152,2017-11-23T17:28:41-06:00
Jeff Dietrich,166,2014-09-01T15:20:43-06:00
Carli Gleason,126,2015-10-31T13:57:32-06:00
Johann Bosco,118,2014-10-31T18:11:45-06:00
Donnell Hauck,170,2017-12-31T12:12:53-06:00
Keira Bosco,166,2014-09-01T18:31:41-06:00
Angelina Olson,132,2014-09-01T18:33:46-06:00
Stephan Hessel,158,2017-10-31T13:33:37-06:00
Toby Hahn,185,2018-02-02T16:24:52-06:00
Lindsey Anderson,191,2016-12-31T15:31:44-06:00
Johann Bosco,117,2017-10-31T14:15:13-06:00
Toby Hahn,185,2018-02-02T14:56:35-06:00
Demario Hauck,149,2014-07-04T12:27:56-06:00
Eliane Bosco,135,2016-12-31T15:35:37-06:00
Mary Schumm,146,2018-07-04T18:32:46-06:00
Edd Lang,144,2016-09-05T17:38:15-06:00
Bennett Stokes,112,2015-10-31T12:18:15-06:00
Stephan Hessel,155,2018-10-31T17:42:59-06:00
Edd Lang,143,2016-09-05T17:44:29-06:00
Helena Stokes,162,2016-11-24T18:39:42-06:00
Vilma Dietrich,137,2015-12-31T14:24:25-06:00
Toby Hahn,184,2018-11-22T17:40:44-06:00
Arch Bosco,189,2018-09-03T17:34:36-06:00
Carli Gleason,127,2014-12-31T12:30:32-06:00
Carolyne Gleason,189,2014-11-27T15:41:21-06:00
Wilhelm Bosco,188,2018-07-04T17:36:22-06:00
Patsy Gleason,178,2014-09-01T18:13:40-06:00
Marge Hickle,194,2017-11-23T15:30:56-06:00
Wilfredo Olson,129,2014-11-27T14:55:46-06:00
Johann Bosco,119,2018-09-03T17:42:22-06:00
Stephan Lang,175,2018-12-31T17:50:33-06:00
Guillermo Reinger,173,2016-07-04T16:20:11-06:00
Khalid Stokes,150,2017-09-04T13:25:27-06:00
Monica Olson,121,2015-10-31T15:18:43-06:00
Rosalinda Mosciski,134,2016-11-24T14:14:26-06:00
Carolyne Gleason,188,2017-11-23T15:34:57-06:00
Cecile Bosco,157,2015-10-31T13:38:12-06:00
Edd Lang,141,2017-10-31T16:12:23-06:00
Allen Hauck,191,2016-10-31T18:30:41-06:00
Mary Schumm,146,2015-12-31T15:22:48-06:00
Stephan Lang,176,2018-12-31T13:13:24-06:00
Cecile Bosco,155,2014-10-31T18:25:59-06:00
Stanley Wilderman,163,2014-07-04T13:24:10-06:00
Helena Stokes,159,2014-09-01T13:41:57-06:00
Libbie Hauck,147,2015-07-04T14:18:24-06:00
Lonzo Mosciski,141,2018-07-04T14:40:10-06:00
Douglas Lang,163,2014-09-01T16:46:49-06:00
Duncan Mosciski,112,2015-11-26T16:44:21-06:00
Roy Hauck,132,2015-12-31T18:12:12-06:00
Jeff Dietrich,163,2014-10-31T15:24:27-06:00
Keira Bosco,166,2014-12-31T15:39:59-06:00
Cecile Bosco,156,2014-11-27T16:52:38-06:00
Garrison Olson,107,2016-10-31T15:43:55-06:00
Demario Hauck,152,2018-10-31T17:14:12-06:00
Donnell Hauck,171,2016-09-05T12:53:57-06:00
Amanda Gleason,173,2015-07-04T13:55:32-06:00
Bennett Stokes,112,2018-11-22T14:26:59-06:00
Stanley Wilderman,161,2017-09-04T18:41:44-06:00
Douglas Lang,161,2014-09-01T14:51:25-06:00
Arch Bosco,186,2017-11-23T14:26:57-06:00
Wilfredo Olson,130,2015-07-04T12:20:10-06:00
Samanta Smith,186,2018-02-02T18:41:51-06:00
Quincy Mosciski,140,2018-11-22T17:16:30-06:00
Edd Lang,141,2017-10-31T13:19:29-06:00
Bennett Stokes,115,2017-11-23T16:17:23-06:00
Glenna Hauck,179,2018-02-02T16:55:47-06:00
Viola Gleason,155,2018-02-02T15:24:28-06:00
Garrison Olson,108,2016-12-31T15:55:32-06:00
Rosalinda Mosciski,134,2015-07-04T14:31:46-06:00
Stephan Lang,175,2015-07-04T14:15:33-06:00
Arch Bosco,187,2016-12-31T12:25:18-06:00
Stanley Wilderman,164,2016-11-24T14:45:51-06:00
Otha Stokes,109,2014-10-31T13:28:29-06:00
Viola Gleason,153,2015-12-31T14:19:40-06:00
Garrison Olson,108,2015-09-07T18:42:13-06:00
Wilhelm Bosco,187,2017-09-04T13:57:48-06:00
Lenore Gleason,100,2017-12-31T14:41:30-06:00
Lenore Gleason,102,2017-09-04T14:49:54-06:00
Lonzo Mosciski,144,2017-07-04T18:10:42-06:00
Otha Stokes,109,2015-12-31T14:17:42-06:00
Wilhelm Bosco,187,2016-07-04T13:54:29-06:00
Viola Gleason,156,2016-07-04T14:56:50-06:00
Garrison Olson,106,2015-09-07T12:38:50-06:00
Wilfredo Olson,129,2016-12-31T18:40:27-06:00
Hollie Larkin,184,2014-07-04T12:29:47-06:00
Tod Hickle,148,2016-07-04T13:10:22-06:00
Jamir Wilderman,160,2015-07-04T12:14:49-06:00
Shany Mosciski,151,2015-09-07T17:20:45-06:00
Roy Hauck,131,2018-07-04T17:41:47-06:00
Douglas Lang,158,2018-07-04T12:15:28-06:00
Johnathon Reinger,170,2016-12-31T14:33:19-06:00
Jamir Wilderman,162,2018-12-31T18:43:52-06:00
Wilhelm Bosco,188,2015-11-26T18:34:26-06:00
Mary Schumm,148,2014-10-31T17:56:46-06:00
Lenore Gleason,101,2018-11-22T14:11:26-06:00
Edd Lang,142,2014-09-01T13:54:36-06:00
Tod Hickle,148,2018-02-02T18:14:28-06:00
Hiram Smith,102,2018-11-22T13:28:45-06:00
Lenore Gleason,102,2017-12-31T17:50:21-06:00
Sophie Dietrich,141,2014-07-04T18:42:16-06:00
Heather Mosciski,100,2016-07-04T16:12:26-06:00
Lindsey Anderson,186,2015-10-31T18:21:10-06:00
Kenna Schumm,136,2018-10-31T18:44:32-06:00
Edd Lang,141,2016-09-05T12:55:28-06:00
Duncan Mosciski,112,2018-02-02T15:11:13-06:00
Nona Hickle,149,2016-12-31T12:14:58-06:00
Guillermo Reinger,174,2016-10-31T17:26:35-06:00
Viola Gleason,153,2018-11-22T14:24:51-06:00
Toby Hahn,184,2018-12-31T14:41:41-06:00
Vidal Wilderman,115,2015-07-04T17:54:15-06:00
Otha Stokes,109,2018-09-03T17:36:13-06:00
Jamir Wilderman,163,2018-12-31T14:53:46-06:00
Paul Bosco,170,2018-09-03T13:23:12-06:00
Carolyne Gleason,192,2018-02-02T16:53:30-06:00
Stanley Wilderman,164,2014-10-31T16:38:42-06:00
Rosalinda Mosciski,133,2016-09-05T14:59:57-06:00
Otha Stokes,112,2017-12-31T15:43:19-06:00
Guillermo Reinger,174,2016-07-04T18:15:16-06:00
Lenore Gleason,103,2017-12-31T16:42:41-06:00
Garrison Olson,107,2017-12-31T12:29:17-06:00
Edd Lang,140,2016-09-05T15:56:52-06:00
Monica Olson,126,2018-02-02T16:35:45-06:00
Viola Gleason,154,2016-09-05T17:40:47-06:00
Demario Hauck,150,2018-02-02T14:50:15-06:00
Johann Bosco,117,2016-12-31T17:29:40-06:00
Stanley Wilderman,162,2016-11-24T14:12:37-06:00
Guillermo Reinger,174,2017-11-23T14:38:59-06:00
Johnathon Reinger,171,2015-11-26T14:17:56-06:00
Keira Bosco,164,2018-12-31T16:32:54-06:00
Idell Anderson,157,2016-09-05T15:57:11-06:00
Heather Mosciski,99,2018-10-31T17:14:36-06:00
Bennett Stokes,114,2015-12-31T14:36:11-06:00
Gisselle Mosciski,111,2014-12-31T13:51:30-06:00
Tod Hickle,147,2014-10-31T18:22:28-06:00
Idell Anderson,153,2014-12-31T14:38:25-06:00
Monica Olson,120,2018-07-04T15:38:40-06:00
Tod Hickle,145,2016-10-31T17:25:45-06:00
Idell Anderson,157,2018-12-31T13:29:43-06:00
Lindsey Anderson,186,2018-12-31T12:24:29-06:00
Lolita Wilderman,147,2018-10-31T17:49:15-06:00
Garrison Olson,107,2015-09-07T14:24:16-06:00
Vidal Wilderman,116,2018-07-04T12:50:56-06:00
Tod Hickle,147,2018-07-04T13:41:29-06:00
Filomena Hauck,123,2017-07-04T15:48:21-06:00
Johnathon Reinger,171,2015-12-31T16:30:23-06:00
Carolyne Gleason,189,2015-12-31T15:39:33-06:00
Antonetta Bosco,114,2017-09-04T12:16:42-06:00
Hollie Larkin,184,2018-02-02T18:39:36-06:00
Shany Mosciski,156,2014-07-04T13:48:35-06:00
Angelina Olson,133,2016-11-24T15:59:45-06:00
Stanley Wilderman,162,2018-11-22T13:26:14-06:00
Christiana Larkin,201,2015-12-31T13:36:45-06:00
Libbie Hauck,144,2014-12-31T13:47:27-06:00
Toby Hahn,184,2016-12-31T16:46:58-06:00
Amanda Gleason,179,2017-07-04T17:39:10-06:00
Jeff Dietrich,165,2017-12-31T16:24:49-06:00
Stephan Hessel,155,2016-07-04T12:39:56-06:00
Christiana Larkin,199,2017-10-31T15:39:46-06:00
Hollie Larkin,184,2017-12-31T16:22:20-06:00
Mary Schumm,147,2018-09-03T16:36:22-06:00
Wilfredo Olson,128,2018-10-31T12:38:54-06:00
Roy Hauck,130,2018-02-02T15:36:36-06:00
Idell Anderson,153,2016-12-31T13:40:41-06:00
Jamir Wilderman,163,2018-12-31T18:12:46-06:00
Helena Stokes,160,2018-02-02T16:49:39-06:00
Gracie Anderson,170,2018-12-31T17:20:58-06:00
Johann Bosco,117,2015-12-31T13:25:58-06:00
Otha Stokes,109,2017-12-31T18:33:19-06:00
Otha Stokes,109,2014-07-04T17:54:49-06:00
Eliane Bosco,137,2015-11-26T16:49:17-06:00
Hiram Smith,107,2017-12-31T14:23:36-06:00
Lenore Gleason,106,2017-07-04T14:44:17-06:00
Hollie Larkin,184,2014-10-31T12:14:28-06:00
Toby Hahn,186,2014-10-31T16:21:43-06:00
Carolyne Gleason,189,2018-02-02T18:58:39-06:00
Magdalen Gleason,104,2017-11-23T14:44:23-06:00
Arch Bosco,185,2018-07-04T17:26:14-06:00
Filomena Hauck,120,2015-07-04T18:20:34-06:00
Antonetta Bosco,113,2017-11-23T14:57:18-06:00
Vilma Dietrich,136,2015-12-31T15:23:22-06:00
Duncan Mosciski,114,2018-07-04T12:16:40-06:00
Gracie Anderson,170,2015-09-07T15:18:10-06:00
Lindsey Anderson,185,2016-10-31T13:32:12-06:00
Mary Schumm,149,2017-12-31T15:45:13-06:00
Kiarra Anderson,153,2018-12-31T16:16:57-06:00
Idell Anderson,157,2016-09-05T12:31:57-06:00
Cecile Bosco,157,2018-10-31T12:43:14-06:00
Viola Gleason,155,2017-07-04T18:21:21-06:00
Gracie Anderson,172,2016-07-04T12:31:28-06:00
Annamae Smith,129,2015-09-07T16:19:59-06:00
Patsy Gleason,183,2014-10-31T15:13:49-06:00
Idell Anderson,152,2017-11-23T18:42:18-06:00
Stanley Wilderman,166,2015-11-26T18:19:51-06:00
Stephan Lang,175,2017-07-04T13:26:32-06:00
Jamir Wilderman,163,2018-12-31T15:33:44-06:00
Toby Hahn,184,2017-09-04T18:10:53-06:00
Allen Hauck,186,2015-09-07T13:32:42-06:00
Shany Mosciski,151,2018-11-22T18:19:27-06:00
Rosalinda Mosciski,137,2016-07-04T12:10:23-06:00
Sophie Dietrich,140,2016-07-04T12:35:16-06:00
Heather Mosciski,99,2018-10-31T17:21:45-06:00
Mary Schumm,146,2014-10-31T17:53:41-06:00
Carolyne Gleason,190,2014-12-31T12:16:59-06:00
Wilfredo Olson,128,2016-07-04T13:20:22-06:00
Magdalen Gleason,110,2018-11-22T16:25:47-06:00
Nona Hickle,151,2017-11-23T16:38:14-06:00
Khalid Stokes,151,2016-12-31T13:42:20-06:00
Johann Bosco,116,2018-10-31T18:46:17-06:00
Keira Bosco,163,2016-11-24T15:54:29-06:00
Paul Bosco,172,2018-09-03T18:55:15-06:00
Demario Hauck,149,2018-12-31T17:41:30-06:00
Edd Lang,142,2017-12-31T18:45:25-06:00
Cecile Bosco,156,2018-10-31T15:48:55-06:00
Jeff Dietrich,164,2017-12-31T14:21:38-06:00
Jamir Wilderman,162,2018-12-31T17:40:34-06:00
Garrison Olson,112,2018-12-31T14:39:40-06:00
Helena Stokes,160,2015-09-07T14:57:52-06:00
Lindsey Anderson,189,2016-07-04T17:48:44-06:00
Duncan Mosciski,111,2014-12-31T13:24:32-06:00
Tod Hickle,147,2017-10-31T16:50:38-06:00
Patsy Gleason,179,2014-12-31T12:52:14-06:00
Glenna Hauck,176,2014-10-31T17:18:16-06:00
Samanta Smith,186,2018-02-02T13:10:21-06:00
Stephan Hessel,157,2015-07-04T12:30:45-06:00
Hollie Larkin,186,2014-11-27T18:57:27-06:00
Christiana Larkin,204,2015-07-04T15:56:31-06:00
Bennett Stokes,111,2014-07-04T16:46:57-06:00
Libbie Hauck,143,2017-07-04T17:31:35-06:00
Idell Anderson,152,2014-10-31T12:39:18-06:00
Nona Hickle,148,2017-12-31T13:26:38-06:00
Keira Bosco,165,2017-10-31T15:21:21-06:00
Johnathon Reinger,172,2017-11-23T13:46:26-06:00
Lonzo Mosciski,141,2014-10-31T17:16:48-06:00
Otha Stokes,111,2015-07-04T14:11:44-06:00
Viola Gleason,154,2017-09-04T17:55:21-06:00
Annamae Smith,130,2016-12-31T18:51:26-06:00
Patsy Gleason,178,2017-12-31T18:46:55-06:00
Douglas Lang,160,2015-09-07T16:34:41-06:00
Otha Stokes,110,2015-11-26T14:28:41-06:00
Cecile Bosco,155,2017-12-31T15:44:10-06:00
Christiana Larkin,199,2016-07-04T17:13:27-06:00
Lindsey Anderson,191,2018-10-31T14:26:23-06:00
Carolyne Gleason,192,2017-11-23T15:27:30-06:00
Glenna Hauck,179,2016-10-31T17:52:20-06:00
Monica Olson,124,2016-10-31T15:50:28-06:00
Stanley Wilderman,162,2017-12-31T15:18:46-06:00
Angelina Olson,131,2015-07-04T18:43:43-06:00
Patsy Gleason,178,2015-10-31T16:58:36-06:00
Quincy Mosciski,139,2014-11-27T16:21:47-06:00
Idell Anderson,153,2015-10-31T14:39:23-06:00
Toby Hahn,185,2018-11-22T17:46:47-06:00
Lindsey Anderson,186,2018-02-02T16:32:39-06:00
Filomena Hauck,123,2018-10-31T16:41:40-06:00
Stephan Lang,178,2017-10-31T12:41:44-06:00
Heather Mosciski,102,2014-10-31T18:42:45-06:00
Wilhelm Bosco,189,2014-10-31T14:50:41-06:00
Sophie Dietrich,143,2017-07-04T18:31:17-06:00
Christiana Larkin,199,2014-11-27T12:47:54-06:00
Lolita Wilderman,147,2017-11-23T18:56:21-06:00
Antonetta Bosco,119,2014-11-27T13:42:55-06:00
Toby Hahn,184,2017-10-31T18:55:50-06:00
Wilhelm Bosco,192,2014-07-04T14:31:54-06:00
Sophie Dietrich,142,2014-12-31T14:40:38-06:00
Sophie Dietrich,141,2014-11-27T16:17:29-06:00
Quincy Mosciski,140,2018-12-31T14:58:25-06:00
Carolyne Gleason,190,2014-12-31T16:15:29-06:00
Johann Bosco,120,2015-11-26T15:28:26-06:00
Carolyne Gleason,189,2014-10-31T13:20:41-06:00
Keira Bosco,163,2016-11-24T12:32:21-06:00
Allen Hauck,189,2018-11-22T16:44:11-06:00
Filomena Hauck,123,2016-10-31T13:21:38-06:00
Roy Hauck,129,2018-02-02T15:10:32-06:00
Heather Mosciski,105,2014-07-04T15:52:58-06:00
Wilfredo Olson,131,2015-11-26T13:14:24-06:00
Amanda Gleason,176,2014-11-27T12:23:58-06:00
Khalid Stokes,150,2015-12-31T18:38:40-06:00
Hollie Larkin,185,2016-11-24T12:39:30-06:00
Lindsey Anderson,188,2018-09-03T17:27:56-06:00
Abraham Stokes,134,2018-07-04T13:15:17-06:00
Nona Hickle,146,2014-12-31T14:17:57-06:00
Glenna Hauck,177,2017-07-04T12:41:22-06:00
Glenna Hauck,177,2016-07-04T17:37:57-06:00
Stephan Hessel,155,2014-10-31T16:28:20-06:00
Demario Hauck,149,2016-11-24T14:27:57-06:00
Lonzo Mosciski,141,2014-09-01T17:16:49-06:00
Gracie Anderson,169,2018-12-31T13:50:13-06:00
Quincy Mosciski,139,2017-09-04T17:13:51-06:00
Gisselle Mosciski,115,2018-02-02T12:40:46-06:00
Filomena Hauck,123,2018-07-04T14:46:26-06:00
Lindsey Anderson,186,2015-11-26T14:22:33-06:00
Antonetta Bosco,115,2016-10-31T13:41:28-06:00
Arch Bosco,187,2016-07-04T12:47:12-06:00
Otha Stokes,111,2017-12-31T15:56:44-06:00
Garrison Olson,109,2015-10-31T14:12:54-06:00
Arch Bosco,186,2016-12-31T13:14:19-06:00
Bennett Stokes,113,2017-07-04T17:57:38-06:00
Nona Hickle,146,2015-10-31T12:14:41-06:00
Antonetta Bosco,117,2017-09-04T17:43:48-06:00
Toby Hahn,189,2014-10-31T14:10:56-06:00
Rosalinda Mosciski,133,2015-11-26T12:11:21-06:00
Gisselle Mosciski,112,2017-10-31T16:31:27-06:00
Amanda Gleason,173,2017-11-23T15:21:25-06:00
Wilfredo Olson,130,2014-07-04T15:15:14-06:00
Hollie Larkin,185,2016-07-04T15:53:28-06:00
Heather Mosciski,101,2016-07-04T16:40:59-06:00
Carolyne Gleason,194,2015-09-07T16:11:11-06:00
Idell Anderson,154,2017-10-31T14:32:16-06:00
Garrison Olson,106,2014-07-04T16:31:23-06:00
Wilfredo Olson,132,2014-07-04T17:22:34-06:00
Shany Mosciski,151,2017-12-31T14:48:33-06:00
Jamir Wilderman,166,2018-07-04T15:49:22-06:00
Keira Bosco,168,2014-12-31T13:55:21-06:00
Libbie Hauck,144,2018-12-31T12:58:36-06:00
Carli Gleason,130,2015-09-07T16:22:19-06:00
Nona Hickle,146,2017-09-04T14:19:55-06:00
Patsy Gleason,183,2017-07-04T15:10:40-06:00
Monica Olson,122,2018-02-02T17:42:19-06:00
Allen Hauck,189,2018-09-03T18:50:19-06:00
Filomena Hauck,123,2015-07-04T13:42:32-06:00
Edd Lang,142,2016-11-24T18:30:24-06:00
Kiarra Anderson,153,2016-12-31T16:48:42-06:00
Duncan Mosciski,111,2018-10-31T18:34:37-06:00
Tod Hickle,145,2014-10-31T15:12:41-06:00
Monica Olson,124,2018-11-22T12:33:54-06:00
Donnell Hauck,172,2017-11-23T15:56:42-06:00
Abraham Stokes,136,2014-10-31T15:27:13-06:00
Donnell Hauck,175,2017-10-31T14:35:48-06:00
Khalid Stokes,155,2017-11-23T14:51:41-06:00
Viola Gleason,153,2015-11-26T14:33:24-06:00
Johnathon Reinger,170,2014-10-31T13:13:45-06:00
Duncan Mosciski,111,2016-09-05T13:27:30-06:00
Carolyne Gleason,191,2015-07-04T17:21:20-06:00
Gisselle Mosciski,111,2017-10-31T14:16:23-06:00
Idell Anderson,154,2016-12-31T14:32:36-06:00
Johnathon Reinger,172,2018-02-02T12:49:43-06:00
Vidal Wilderman,120,2017-09-04T12:42:55-06:00
Tod Hickle,146,2015-11-26T13:11:53-06:00
Wilhelm Bosco,189,2015-12-31T15:48:15-06:00
Kenna Schumm,142,2018-10-31T12:23:33-06:00
Hiram Smith,103,2015-12-31T12:57:23-06:00
Tod Hickle,145,2017-12-31T12:42:10-06:00
Edd Lang,143,2018-07-04T15:40:16-06:00
Kiarra Anderson,150,2016-09-05T14:43:50-06:00
Stephan Hessel,158,2016-12-31T16:31:16-06:00
Wilfredo Olson,128,2014-11-27T15:58:38-06:00
Lolita Wilderman,148,2017-07-04T18:44:26-06:00
Vidal Wilderman,120,2015-09-07T18:36:15-06:00
Idell Anderson,154,2018-02-02T17:32:55-06:00
Keira Bosco,163,2016-10-31T15:30:52-06:00
Vilma Dietrich,135,2017-11-23T15:53:17-06:00
Antonetta Bosco,117,2018-12-31T13:48:10-06:00
Filomena Hauck,122,2016-11-24T16:48:26-06:00
Demario Hauck,154,2018-10-31T15:23:21-06:00
Quincy Mosciski,138,2014-09-01T13:17:38-06:00
Rosalinda Mosciski,134,2018-12-31T14:21:16-06:00
Magdalen Gleason,105,2017-11-23T13:30:16-06:00
Lolita Wilderman,151,2017-07-04T16:51:49-06:00
Lolita Wilderman,146,2018-07-04T12:50:11-06:00
Bennett Stokes,112,2014-10-31T13:22:54-06:00
Guillermo Reinger,174,2016-12-31T17:30:20-06:00
Mary Schumm,145,2016-09-05T14:34:25-06:00
Rosalinda Mosciski,134,2016-09-05T12:25:27-06:00
Vidal Wilderman,118,2016-10-31T13:57:15-06:00
Duncan Mosciski,114,2015-07-04T15:30:24-06:00
Antonetta Bosco,117,2015-10-31T16:55:36-06:00
Arch Bosco,185,2017-12-31T14:24:32-06:00
Idell Anderson,152,2017-10-31T15:18:17-06:00
Duncan Mosciski,111,2015-07-04T18:41:35-06:00
Monica Olson,123,2018-11-22T18:15:17-06:00
Lenore Gleason,101,2018-07-04T12:17:57-06:00
Antonetta Bosco,114,2018-11-22T15:19:13-06:00
Angelina Olson,134,2017-10-31T12:28:36-06:00
Lenore Gleason,103,2016-10-31T15:25:55-06:00
Angelina Olson,132,2014-10-31T14:37:39-06:00
Rosalinda Mosciski,137,2017-10-31T17:33:12-06:00
Libbie Hauck,144,2015-07-04T12:18:30-06:00
Mary Schumm,149,2016-10-31T16:34:33-06:00
Gisselle Mosciski,112,2017-10-31T17:29:19-06:00
Duncan Mosciski,110,2016-09-05T15:47:57-06:00
Mary Schumm,145,2018-11-22T15:16:23-06:00
Jeff Dietrich,164,2015-09-07T15:42:10-06:00
Rosalinda Mosciski,134,2014-07-04T18:15:25-06:00
Cecile Bosco,159,2014-11-27T18:21:20-06:00
Marge Hickle,198,2018-02-02T14:28:22-06:00
Edd Lang,141,2014-11-27T18:17:58-06:00
Bennett Stokes,111,2015-12-31T12:30:22-06:00
Shany Mosciski,150,2017-10-31T15:33:22-06:00
Jeff Dietrich,163,2017-12-31T12:24:33-06:00
Marge Hickle,196,2016-11-24T16:25:52-06:00
Lenore Gleason,102,2018-07-04T15:16:51-06:00
Rosalinda Mosciski,133,2017-10-31T14:48:59-06:00
Annamae Smith,127,2018-12-31T12:41:38-06:00
Amanda Gleason,175,2016-07-04T14:18:39-06:00
Abraham Stokes,133,2014-10-31T15:46:22-06:00
Toby Hahn,185,2015-11-26T13:14:33-06:00
Viola Gleason,158,2017-07-04T16:10:34-06:00
Helena Stokes,165,2016-11-24T12:41:18-06:00
Wilfredo Olson,130,2016-12-31T15:58:40-06:00
Khalid Stokes,152,2014-12-31T16:21:18-06:00
Helena Stokes,162,2016-10-31T14:42:47-06:00
Antonetta Bosco,114,2017-10-31T16:50:18-06:00
Jamir Wilderman,166,2018-10-31T17:52:55-06:00
Lonzo Mosciski,141,2018-11-22T16:19:46-06:00
Khalid Stokes,155,2018-10-31T15:52:59-06:00
Eliane Bosco,135,2018-02-02T12:25:19-06:00
Annamae Smith,130,2014-11-27T12:47:41-06:00
Khalid Stokes,150,2014-07-04T18:36:55-06:00
Christiana Larkin,199,2015-09-07T18:22:38-06:00
Magdalen Gleason,107,2014-10-31T18:39:51-06:00
Samanta Smith,186,2017-12-31T16:14:56-06:00
